date,(UTC),Price
03/16/2017,6:20,75
03/16/2017,7:20,47
03/16/2017,8:25,100
03/16/2017,9:25,76
03/16/2017,10:25,100
03/16/2017,11:25,79
03/16/2017,12:35,100
03/16/2017,13:35,100
03/16/2017,14:45,71
03/16/2017,15:45,64
03/16/2017,16:50,57
03/16/2017,17:50,40
03/16/2017,18:50,26
03/16/2017,19:50,32
03/16/2017,20:45,14
03/17/2017,6:20,49
03/17/2017,7:20,55
03/17/2017,8:20,41
03/17/2017,9:25,57
03/17/2017,10:25,81
03/17/2017,11:30,65
03/17/2017,12:30,85
03/17/2017,13:35,100
03/17/2017,14:35,100
03/17/2017,15:50,100
03/17/2017,16:50,100
03/17/2017,17:50,100
03/17/2017,18:50,100
03/17/2017,19:50,68
03/17/2017,21:45,40
03/17/2017,6:20,58
03/17/2017,7:20,38
03/17/2017,8:25,87
03/17/2017,9:25,77
03/17/2017,10:25,97
03/17/2017,11:25,70
03/17/2017,12:35,100
03/17/2017,13:35,77
03/17/2017,14:45,91
03/17/2017,15:45,65
03/17/2017,16:50,56
03/17/2017,17:50,50
03/17/2017,18:50,60
03/17/2017,19:50,16
03/17/2017,20:45,13
03/18/2017,6:20,35
03/18/2017,7:20,51
03/18/2017,8:20,61
03/18/2017,9:25,100
03/18/2017,10:25,100
03/18/2017,11:30,100
03/18/2017,12:30,85
03/18/2017,13:35,78
03/18/2017,14:35,63
03/18/2017,15:50,90
03/18/2017,16:50,60
03/18/2017,17:50,66
03/18/2017,18:50,60
03/18/2017,19:50,45
03/18/2017,21:45,47
03/18/2017,6:20,43
03/18/2017,7:20,37
03/18/2017,8:25,68
03/18/2017,9:25,63
03/18/2017,10:25,87
03/18/2017,11:25,65
03/18/2017,12:35,69
03/18/2017,13:35,61
03/18/2017,14:45,58
03/18/2017,15:45,45
03/18/2017,16:50,51
03/18/2017,17:50,38
03/18/2017,18:50,33
03/18/2017,19:50,19
03/18/2017,20:45,18
03/19/2017,6:20,11
03/19/2017,7:20,20
03/19/2017,8:20,47
03/19/2017,9:25,69
03/19/2017,10:25,68
03/19/2017,11:30,65
03/19/2017,12:30,63
03/19/2017,13:35,80
03/19/2017,14:35,70
03/19/2017,15:50,100
03/19/2017,16:50,83
03/19/2017,17:50,78
03/19/2017,18:50,53
03/19/2017,19:50,61
03/19/2017,21:45,28
03/19/2017,6:20,29
03/19/2017,7:20,21
03/19/2017,8:25,47
03/19/2017,9:25,48
03/19/2017,10:25,85
03/19/2017,11:25,56
03/19/2017,12:35,100
03/19/2017,13:35,94
03/19/2017,14:45,100
03/19/2017,15:45,100
03/19/2017,16:50,100
03/19/2017,17:50,100
03/19/2017,18:50,100
03/19/2017,19:50,66
03/19/2017,20:45,40
03/20/2017,7:20,100
03/20/2017,8:05,100
03/20/2017,9:25,87
03/20/2017,10:15,100
03/20/2017,11:30,75
03/20/2017,12:25,100
03/20/2017,13:35,75
03/20/2017,14:35,77
03/20/2017,15:50,100
03/20/2017,16:50,100
03/20/2017,17:50,100
03/20/2017,19:05,75
03/20/2017,19:50,11
03/20/2017,21:45,11
03/20/2017,6:20,100
03/20/2017,7:00,47
03/20/2017,8:25,100
03/20/2017,9:10,100
03/20/2017,10:25,100
03/20/2017,11:20,100
03/20/2017,12:35,100
03/20/2017,13:30,100
03/20/2017,14:45,100
03/20/2017,15:45,100
03/20/2017,16:50,100
03/20/2017,17:55,100
03/20/2017,18:50,38
03/20/2017,20:10,24
03/20/2017,20:45,0
03/21/2017,7:20,70
03/21/2017,8:05,13
03/21/2017,9:25,57
03/21/2017,10:15,63
03/21/2017,11:30,90
03/21/2017,12:25,66
03/21/2017,13:35,67
03/21/2017,14:35,100
03/21/2017,15:50,3
03/21/2017,16:50,1
03/21/2017,6:20,93
03/21/2017,7:00,2
03/21/2017,8:25,100
03/21/2017,9:10,32
03/21/2017,10:25,100
03/21/2017,11:20,100
03/21/2017,12:35,100
03/21/2017,13:30,100
03/21/2017,14:45,76
03/21/2017,15:45,1
03/21/2017,16:50,2
